Address,Tokens,Target,Amount,Currency,Fiat USD,Cumulative USD,Time,TransactionID,Phase,Origin
0xf040befe7cd18137849dbeb89126ef037b432405,2200.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,2000000000000000000,ETH,0,0,1491224896,0x0789f8eaee53f505ee26b273ea2277268d6eb2018e26d37d8f60cecf7273b938,1,0xf040befe7cd18137849dbeb89126ef037b432405
0x5c3a5e92ebbb0bf121e35b5be2b24c238705b28d,21955.428011000000,0x29662b21a4307dec36260c8df30b001f1b7e43c9,19959480010000000000,ETH,0,0,1491224896,0x07cb1c1cc310ddfab6fe6a77229594770f0c133c02ccde35f1b9be23c03d872c,1,0x5c3a5e92ebbb0bf121e35b5be2b24c238705b28d
0x0026a88c96b49ac9de58287c0dd2d508b6ee95ff,16510.408024000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,15009461840000000000,ETH,0,0,1491224896,0x1d47c3a91f8daba000b3bcddaafd86a4ed22ca8d948a3aebb850c11aa00b428b,1,0x0026a88c96b49ac9de58287c0dd2d508b6ee95ff
0x87ed334e5ff4976fb8bda7550416e9a741bea937,132000.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,120000000000000000000,ETH,0,0,1491224896,0x268f28e909844a9a37a99f163a57c3a420d09a1e594c94835f6a1c0ca95d5c63,1,0x87ed334e5ff4976fb8bda7550416e9a741bea937
0xdb5f28e3460871039ef2103a49f8b6ea6bb78644,6050.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,5500000000000000000,ETH,0,0,1491224896,0x475501a024e2e048bf358f7cf81e9f24d72896d2fac1433a3e2b187e4218a504,1,0xdb5f28e3460871039ef2103a49f8b6ea6bb78644
0x0ace1b217b051c73592a68acb23036c9c6df47bc,17270.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,15700000000000000000,ETH,0,0,1491224896,0x486e457a2265178b6e58580ab5aacf0b3893601ca41e964a94d46dadb27cba84,1,0x0ace1b217b051c73592a68acb23036c9c6df47bc
0x7b8fe4ff5fee78fa7f89dc97c5756a6b5163ae29,6050.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,5500000000000000000,ETH,0,0,1491224896,0x5916cb30ea17519830839e2f6b98c170657151111584436ddfcfb5033862f766,1,0x7b8fe4ff5fee78fa7f89dc97c5756a6b5163ae29
0x198e95f6c426008cad4fca9e1ed3b1ebda01e60f,14288.359998000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,12989418180000000000,ETH,0,0,1491224896,0x6840b90d5ef15a51063d8733c5b980877ef25b7f7ae4ea0a163dbfc3692c920d,1,0x198e95f6c426008cad4fca9e1ed3b1ebda01e60f
0x6de384473cb3fa7a3a82f4eba934ec20fea45fbc,1100.0000000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,1000000000000000000,ETH,0,0,1491224896,0x6971652a33ce581631e48febd696cd36a2b1d45d4928b8f86a3c8949f515866e,1,0x6de384473cb3fa7a3a82f4eba934ec20fea45fbc
0xa692474c1ff41379fe6b24d4f48ff1aa82178283,17380.000000000000,0x6cc2d616e56e155d8a06e65542fdb9bd2d7f3c2e,15800000000000000000,ETH,0,0,1491224896,0xac3f0cbd0348a92c02b23883397f29ddfb4b3cf068afa71eb1d4770e9f355991,1,0xa692474c1ff41379fe6b24d4f48ff1aa82178283
